record_id	probe_id	probe_timestamp	server_timestamp	temp_rtc	temp_bmp	press_bmp	temp_htu	hum_htu	temp_ds18b20	rssi	charge	vacc	spc	sta0
61897	7	2021-03-17 23:31:00	2021-03-17 23:32:12	21,0	20,6200008392334	752,7000122070312	21,059999465942383	50,310001373291016	-127,0	-117	94	0,0	0,0	
61900	7	2021-03-17 23:32:00	2021-03-17 23:33:12	21,0	20,639999389648438	752,7000122070312	21,059999465942383	49,90999984741211	-127,0	-118	94	0,0	0,0	
61903	7	2021-03-17 23:33:00	2021-03-17 23:34:12	21,0	20,639999389648438	752,7000122070312	21,059999465942383	49,630001068115234	-127,0	-117	94	0,0	0,0	
61907	7	2021-03-17 23:34:00	2021-03-17 23:35:12	21,0	20,610000610351562	752,7000122070312	21,020000457763672	49,40999984741211	-127,0	-116	94	0,0	0,0	
61908	7	2021-03-17 23:52:00	2021-03-17 23:53:11	20,25	19,950000762939453	752,5999755859375	20,440000534057617	47,779998779296875	-127,0	-122	94	0,0	1,190000057220459	
61910	7	2021-03-18 00:32:00	2021-03-18 00:33:11	21,25	21,09000015258789	752,5999755859375	21,309999465942383	52,310001373291016	-127,0	-122	94	0,0	0,0	
61912	7	2021-03-18 00:35:00	2021-03-18 00:36:25	21,5	21,149999618530273	752,4000244140625	21,489999771118164	47,06999969482422	-127,0	-119	94	0,0	0,09000000357627869	
61915	7	2021-03-18 00:36:00	2021-03-18 00:37:13	21,5	21,010000228881836	752,4000244140625	21,389999389648438	43,16999816894531	-127,0	-104	94	0,0	0,019999999552965164	
61917	7	2021-03-18 00:37:00	2021-03-18 00:38:45	21,25	20,8700008392334	752,5	21,239999771118164	44,72999954223633	-127,0	-107	94	0,0	0,0	
61923	7	2021-03-18 00:40:00	2021-03-18 00:41:11	20,5	20,280000686645508	750,5	20,25	45,709999084472656	-127,0	-108	94	0,0	0,0	
61928	7	2021-03-18 00:42:00	2021-03-18 00:43:11	20,0	19,81999969482422	748,4000244140625	19,690000534057617	46,029998779296875	-127,0	-106	94	0,0	0,0	
61932	7	2021-03-18 00:43:00	2021-03-18 00:44:11	20,0	19,579999923706055	747,5	19,479999542236328	46,25	-127,0	-107	94	0,0	0,0	
61936	7	2021-03-18 00:44:00	2021-03-18 00:45:11	19,5	19,350000381469727	747,5999755859375	19,239999771118164	46,58000183105469	-127,0	-106	94	0,0	0,0	
61940	7	2021-03-18 00:45:00	2021-03-18 00:46:11	19,5	19,1200008392334	751,0	19,040000915527344	46,720001220703125	-127,0	-105	94	0,0	0,0	
61944	7	2021-03-18 00:46:00	2021-03-18 00:47:11	19,25	18,920000076293945	751,4000244140625	18,829999923706055	47,040000915527344	-127,0	-105	94	0,0	0,0	
61948	7	2021-03-18 00:47:00	2021-03-18 00:48:11	19,0	18,700000762939453	751,5	18,6299991607666	47,45000076293945	-127,0	-105	94	0,0	0,0	
61952	7	2021-03-18 00:48:00	2021-03-18 00:49:11	19,0	18,5	751,7999877929688	18,420000076293945	48,040000915527344	-127,0	-104	94	0,0	0,0	
61956	7	2021-03-18 00:49:00	2021-03-18 00:50:11	18,5	18,309999465942383	751,7999877929688	18,270000457763672	48,630001068115234	-127,0	-104	94	0,0	0,0	
61960	7	2021-03-18 00:50:00	2021-03-18 00:51:11	18,5	18,1200008392334	751,9000244140625	18,100000381469727	48,84000015258789	-127,0	-103	94	0,0	0,0	
61964	7	2021-03-18 00:51:00	2021-03-18 00:52:11	18,25	17,950000762939453	751,4000244140625	17,969999313354492	48,54999923706055	-127,0	-105	94	0,0	0,0	
61968	7	2021-03-18 00:52:00	2021-03-18 00:53:11	18,0	17,780000686645508	750,7999877929688	17,81999969482422	49,119998931884766	-127,0	-105	94	0,0	0,0	
61972	7	2021-03-18 00:53:00	2021-03-18 00:54:11	18,0	17,6200008392334	749,9000244140625	17,670000076293945	48,61000061035156	-127,0	-105	94	0,0	0,0	
61976	7	2021-03-18 00:54:00	2021-03-18 00:55:11	17,75	17,489999771118164	749,2000122070312	17,530000686645508	48,7599983215332	-127,0	-105	94	0,0	0,0	
61980	7	2021-03-18 00:55:00	2021-03-18 00:56:11	17,75	17,34000015258789	749,2000122070312	17,399999618530273	50,380001068115234	-127,0	-105	94	0,0	0,0	
61986	7	2021-03-18 01:04:00	2021-03-18 01:05:11	16,75	16,31999969482422	749,2999877929688	16,520000457763672	52,810001373291016	-127,0	-105	94	0,0	0,0	
61990	7	2021-03-18 01:05:00	2021-03-18 01:06:15	16,75	16,200000762939453	749,2999877929688	16,469999313354492	52,400001525878906	-127,0	-106	94	0,0	0,0	
61994	7	2021-03-18 01:06:00	2021-03-18 01:07:11	16,5	16,100000381469727	748,7999877929688	16,40999984741211	53,040000915527344	-127,0	-105	94	0,0	0,0	
61998	7	2021-03-18 01:07:00	2021-03-18 01:08:11	16,5	16,0	748,2999877929688	16,309999465942383	53,16999816894531	-127,0	-105	94	0,0	0,0	
62002	7	2021-03-18 01:08:00	2021-03-18 01:09:11	16,25	15,899999618530273	749,2999877929688	16,200000762939453	53,91999816894531	-127,0	-106	94	0,0	0,0	
62006	7	2021-03-18 01:09:00	2021-03-18 01:10:11	16,25	15,800000190734863	750,4000244140625	16,100000381469727	53,119998931884766	-127,0	-106	94	0,0	0,0	
62010	7	2021-03-18 01:10:00	2021-03-18 01:11:12	16,25	15,720000267028809	751,5	16,030000686645508	52,540000915527344	-127,0	-106	94	0,0	0,0	
62014	7	2021-03-18 01:11:00	2021-03-18 01:12:11	16,0	15,630000114440918	752,4000244140625	15,930000305175781	52,4900016784668	-127,0	-106	94	0,0	0,0	
62018	7	2021-03-18 01:12:00	2021-03-18 01:13:11	16,0	15,5600004196167	752,2999877929688	15,890000343322754	52,970001220703125	-127,0	-104	94	0,0	0,0	
62022	7	2021-03-18 01:13:00	2021-03-18 01:14:11	16,0	15,479999542236328	752,0999755859375	15,8100004196167	52,470001220703125	-127,0	-104	94	0,0	0,0	
62026	7	2021-03-18 01:14:00	2021-03-18 01:15:11	15,75	15,399999618530273	752,0	15,720000267028809	53,08000183105469	-127,0	-104	94	0,0	0,0	
62030	7	2021-03-18 01:15:00	2021-03-18 01:16:14	15,75	15,319999694824219	752,0	15,680000305175781	53,63999938964844	-127,0	-103	94	0,0	0,0	
62034	7	2021-03-18 01:16:00	2021-03-18 01:17:11	15,75	15,25	752,0	15,619999885559082	54,84000015258789	-127,0	-104	94	0,0	0,0	
